epoch,train_loss,train_f1,val_loss,val_f1,lr
1,1.1641540054203003,0.36252630668807134,1.3496934099621427,0.7095108127863223,0.0002926829491861254
2,0.792266019786051,0.44970008252276994,1.2371247051691323,0.784169466983724,0.0002714480406590546
3,0.6734794740066972,0.48734979274563645,1.3626168277228305,0.8378864382521659,0.0002383738952177247
4,0.5919287245865016,0.5132617740864079,1.3025085834596297,0.8698265190673329,0.0001966980406590546
5,0.5318216596000879,0.5628688796965526,1.264880888755153,0.8829765533924414,0.00015049999999999997
6,0.45937243614547935,0.5685964549713082,1.2893902671368307,0.8851370102227347,0.00010430195934094535
7,0.5016071515720945,0.5433304839742154,1.2576376219469252,0.8908723681116427,6.262610478227527e-05
8,0.4076733934036059,0.5477620081657093,1.3411151013794211,0.8907939349377225,2.955195934094537e-05
9,0.4193790560198385,0.5693594031796742,1.2631999034931478,0.8943985750112778,8.317050813874547e-06
10,0.3934462538378876,0.5556242880242063,1.3525667795432372,0.8977159715171474,1e-06
