epoch,train_loss,train_f1,val_loss,val_f1,lr
1,1.6437392964348412,0.1823220066251515,1.8249570074874455,0.021873921952733754,0.0001951301233713678
2,1.6178253078031415,0.20132326364394165,1.81749199265356,0.11277376228418037,0.00018099719094030728
3,1.603384960457432,0.20841030342904202,1.7951797942871224,0.17244329516627352,0.0001589846326031011
4,1.60980437006947,0.18492447253018257,1.8388269671499093,0.11899340922708208,0.00013124719094030727
5,1.607241878044094,0.198458525605912,1.8287767146950338,0.05117143919672741,0.0001005
6,1.6068894641824707,0.19322003117052483,1.818076389074834,0.08481182795698924,6.975280905969274e-05
7,1.6062136361113772,0.19789959708764598,1.8169411758369982,0.1672414495490991,4.201536739689893e-05
8,1.6053601922652248,0.1796125918611649,1.821034677094742,0.1664335664335664,2.0002809059692742e-05
9,1.6025576228413134,0.17031075096223885,1.8172112851763076,0.1691360537295207,5.8698766286322235e-06
10,1.5995020626224463,0.1729889485032495,1.8148456321850515,0.17050998346040788,0.0002
11,1.6077143698274114,0.20202794157927811,1.8231130360031942,0.12214141448190814,0.00019877498988921623
12,1.6078351024202022,0.1799753708531759,1.8146408777501284,0.12214141448190814,0.0001951301233713678
13,1.6069844916261675,0.19466242804687953,1.8356677169738802,0.1207968531912194,0.0001891551491567426
14,1.607390974054289,0.19839308884444176,1.8225667202142255,0.11899340922708208,0.00018099719094030728
15,1.6071935052245863,0.18803401207914766,1.8131806059432691,0.04643799472295514,0.0001708571247280615
16,1.6079500550371977,0.19292222731570238,1.8305307506752422,0.11899340922708208,0.0001589846326031011
17,1.6067876333649254,0.1847757971139155,1.8165069733601389,0.05117143919672741,0.00014567205472408492
18,1.6065151880657862,0.18223350522508786,1.8264142850822986,0.11899340922708208,0.00013124719094030727
19,1.6059448822390212,0.18930691901897378,1.8245877013277652,0.11899340922708208,0.00011606522927150298
20,1.6060167492918707,0.19744289690044656,1.8220925163358515,0.14714065166165596,0.0001005
21,1.6090407213591986,0.19254733136386065,1.8097929716618584,0.17045454545454547,8.493477072849705e-05
22,1.606219559601488,0.20648178351344795,1.8163609251030473,0.11899340922708208,6.975280905969274e-05
23,1.606913346663608,0.18801791670790427,1.8190128264396683,0.051529133793911205,5.53279452759151e-05
24,1.6072061220127043,0.19115403643609247,1.8154278511685857,0.10450693343290193,4.201536739689893e-05
25,1.605919056169175,0.19189170516126142,1.811347710908349,0.12465191059294956,3.014287527193853e-05
26,1.605047284785788,0.17129571543793407,1.823201129583916,0.15595561134022673,2.0002809059692742e-05
27,1.6049903002036068,0.17936935386020592,1.824341611618172,0.14852669030539914,1.1844850843257407e-05
28,1.6038220244486505,0.16211138081573798,1.8231265365950333,0.15342627398149597,5.8698766286322235e-06
29,1.6039407366346166,0.14837728921754384,1.824584229312726,0.1543472311477439,2.225010110783803e-06
30,1.603755479897122,0.14822288194157698,1.8237038707428141,0.15485358021305734,0.0002
31,1.6085640427174372,0.1991062126637831,1.8177380301042407,0.08481182795698924,0.00019969327470644626
32,1.6069551259582853,0.19823898795765332,1.8114605494907925,0.04763600880398017,0.00019877498988921623
33,1.6077275669989894,0.1941164475814725,1.817746211216648,0.11899340922708208,0.00019725080707956884
34,1.6072412994681193,0.19563804117456823,1.8261033512636033,0.08567446169959916,0.0001951301233713678
35,1.6045903717163925,0.20090614458483005,1.817798158100673,0.1978334247537135,0.00019242601348487304
36,1.6037308661075205,0.20916878727493762,1.8124309813798363,0.09211906436038063,0.0001891551491567426
37,1.6081268160525612,0.20164960473619944,1.8262156477869191,0.08481182795698924,0.00018533769635323217
38,1.6075735009470644,0.18957510094912533,1.8298646544596788,0.11899340922708208,0.00018099719094030728
39,1.6072898309848174,0.1805280640889722,1.836352377608895,0.08481182795698924,0.0001761603935772031
40,1.607105338271267,0.19693810141549897,1.8394788622093607,0.08481182795698924,0.0001708571247280615
